"device_id","date","hour","battery_level","notifications","session_count"
"11091721ea79dbdf","2016-05-14",16,40,3,2
"11091721ea79dbdf","2016-05-14",17,35,3,12
"11091721ea79dbdf","2016-05-14",18,30,10,11
"11091721ea79dbdf","2016-05-14",19,25,1,10
"11091721ea79dbdf","2016-05-14",20,20,NA,9
"11091721ea79dbdf","2016-05-14",21,20,1,6
"11091721ea79dbdf","2016-05-14",22,60,1,NA
"11091721ea79dbdf","2016-05-14",23,100,NA,NA
"11091721ea79dbdf","2016-05-15",0,100,NA,NA
"11091721ea79dbdf","2016-05-15",1,100,NA,NA
"11091721ea79dbdf","2016-05-15",2,100,NA,NA
"11091721ea79dbdf","2016-05-15",3,100,6,NA
"11091721ea79dbdf","2016-05-15",4,100,NA,NA
"11091721ea79dbdf","2016-05-15",5,100,1,1
"11091721ea79dbdf","2016-05-15",6,100,2,NA
"11091721ea79dbdf","2016-05-15",7,100,3,NA
"11091721ea79dbdf","2016-05-15",8,100,NA,NA
"11091721ea79dbdf","2016-05-15",9,100,NA,NA
"11091721ea79dbdf","2016-05-15",10,100,6,NA
"11091721ea79dbdf","2016-05-15",11,100,NA,NA
"11091721ea79dbdf","2016-05-15",12,100,NA,NA
"11091721ea79dbdf","2016-05-15",13,100,2,NA
"11091721ea79dbdf","2016-05-15",14,100,4,NA
"11091721ea79dbdf","2016-05-15",15,100,4,NA
"11091721ea79dbdf","2016-05-15",16,100,2,NA
"11091721ea79dbdf","2016-05-15",17,100,2,NA
"11091721ea79dbdf","2016-05-15",18,100,4,NA
"11091721ea79dbdf","2016-05-15",19,100,1,NA
"11091721ea79dbdf","2016-05-15",20,100,5,5
"11091721ea79dbdf","2016-05-16",21,95,NA,NA
"11091721ea79dbdf","2016-05-16",22,100,3,NA
"11091721ea79dbdf","2016-05-16",23,100,1,NA
"11091721ea79dbdf","2016-05-17",0,100,3,NA
"11091721ea79dbdf","2016-05-17",1,100,NA,NA
"11091721ea79dbdf","2016-05-17",2,100,1,2
"11091721ea79dbdf","2016-05-17",3,100,4,28
"11091721ea79dbdf","2016-05-17",4,95,26,10
"11091721ea79dbdf","2016-05-17",5,95,29,2
"11091721ea79dbdf","2016-05-17",6,90,78,NA
"11091721ea79dbdf","2016-05-17",8,85,16,10
"11091721ea79dbdf","2016-05-17",9,80,17,7
"11091721ea79dbdf","2016-05-17",11,75,6,2
"11091721ea79dbdf","2016-05-17",12,70,33,1
"11091721ea79dbdf","2016-05-17",13,65,27,15
"11091721ea79dbdf","2016-05-17",15,60,6,4
"11091721ea79dbdf","2016-05-17",16,55,8,8
"11091721ea79dbdf","2016-05-17",19,50,2,3
"11091721ea79dbdf","2016-05-17",20,65,NA,NA
"11091721ea79dbdf","2016-05-17",21,100,NA,NA
"11091721ea79dbdf","2016-05-17",22,100,3,NA
"11091721ea79dbdf","2016-05-17",23,100,NA,NA
"11091721ea79dbdf","2016-05-18",0,100,NA,NA
"11091721ea79dbdf","2016-05-18",1,100,NA,NA
"11091721ea79dbdf","2016-05-18",2,100,1,2
"11091721ea79dbdf","2016-05-18",4,95,5,13
"11091721ea79dbdf","2016-05-18",5,90,18,3
"11091721ea79dbdf","2016-05-18",6,85,15,3
"11091721ea79dbdf","2016-05-18",7,80,12,3
"11091721ea79dbdf","2016-05-18",8,75,20,3
"11091721ea79dbdf","2016-05-18",9,75,16,4
"11091721ea79dbdf","2016-05-18",10,70,21,2
"11091721ea79dbdf","2016-05-18",11,65,1,6
"11091721ea79dbdf","2016-05-18",12,60,12,7
"11091721ea79dbdf","2016-05-18",13,55,29,23
"11091721ea79dbdf","2016-05-18",14,50,6,3
"11091721ea79dbdf","2016-05-18",16,45,9,3
"11091721ea79dbdf","2016-05-18",17,40,1,7
"11091721ea79dbdf","2016-05-18",18,35,NA,3
"11091721ea79dbdf","2016-05-18",19,30,1,13
"11091721ea79dbdf","2016-05-18",20,30,NA,5
"11091721ea79dbdf","2016-05-18",21,85,1,NA
"11091721ea79dbdf","2016-05-18",22,100,NA,NA
"11091721ea79dbdf","2016-05-18",23,100,NA,NA
"11091721ea79dbdf","2016-05-19",0,100,NA,NA
"11091721ea79dbdf","2016-05-19",1,100,NA,NA
"11091721ea79dbdf","2016-05-19",2,100,1,NA
"11091721ea79dbdf","2016-05-19",3,100,6,2
"11091721ea79dbdf","2016-05-19",4,95,2,21
"11091721ea79dbdf","2016-05-19",5,95,5,16
"11091721ea79dbdf","2016-05-19",6,90,21,9
"11091721ea79dbdf","2016-05-19",7,85,32,6
"11091721ea79dbdf","2016-05-19",8,80,48,20
"11091721ea79dbdf","2016-05-19",9,75,27,16
"11091721ea79dbdf","2016-05-19",10,70,54,3
"11091721ea79dbdf","2016-05-19",11,65,28,NA
"11091721ea79dbdf","2016-05-19",12,60,27,3
"11091721ea79dbdf","2016-05-19",13,55,20,5
"11091721ea79dbdf","2016-05-19",14,50,10,24
"11091721ea79dbdf","2016-05-19",15,45,8,18
"11091721ea79dbdf","2016-05-19",16,40,2,NA
"11091721ea79dbdf","2016-05-19",18,30,7,15
"11091721ea79dbdf","2016-05-19",19,25,3,6
"11091721ea79dbdf","2016-05-19",20,25,NA,2
"11091721ea79dbdf","2016-05-20",21,35,NA,NA
"11091721ea79dbdf","2016-05-20",22,100,1,NA
"11091721ea79dbdf","2016-05-20",23,100,1,NA
"11091721ea79dbdf","2016-05-21",0,100,1,NA
"11091721ea79dbdf","2016-05-21",1,100,NA,NA
"11091721ea79dbdf","2016-05-21",2,100,NA,NA
"11091721ea79dbdf","2016-05-21",3,100,2,6
"11091721ea79dbdf","2016-05-21",4,95,4,3
"11091721ea79dbdf","2016-05-21",5,85,4,10
"11091721ea79dbdf","2016-05-21",7,80,1,7
"11091721ea79dbdf","2016-05-21",8,75,3,6
"11091721ea79dbdf","2016-05-21",9,70,2,31
"11091721ea79dbdf","2016-05-21",11,60,1,11
"11091721ea79dbdf","2016-05-21",12,60,4,11
"11091721ea79dbdf","2016-05-21",14,80,12,16
"11091721ea79dbdf","2016-05-21",15,90,11,14
"11091721ea79dbdf","2016-05-21",16,85,4,10
"11091721ea79dbdf","2016-05-21",17,80,3,49
"11091721ea79dbdf","2016-05-21",18,75,1,11
"11091721ea79dbdf","2016-05-21",19,70,3,13
"11091721ea79dbdf","2016-05-22",21,100,1,NA
"11091721ea79dbdf","2016-05-22",22,100,NA,NA
"11091721ea79dbdf","2016-05-22",23,100,1,NA
"11091721ea79dbdf","2016-05-23",0,100,NA,NA
"11091721ea79dbdf","2016-05-23",1,100,1,NA
"11091721ea79dbdf","2016-05-23",2,100,1,NA
"11091721ea79dbdf","2016-05-23",3,100,6,2
"11091721ea79dbdf","2016-05-23",4,95,29,31
"11091721ea79dbdf","2016-05-23",5,90,34,12
"11091721ea79dbdf","2016-05-23",6,85,7,4
"11091721ea79dbdf","2016-05-23",7,80,6,NA
"11091721ea79dbdf","2016-05-23",8,75,10,19
"11091721ea79dbdf","2016-05-23",9,70,9,5
"11091721ea79dbdf","2016-05-23",10,65,1,3
"11091721ea79dbdf","2016-05-23",11,65,10,4
"11091721ea79dbdf","2016-05-23",12,60,13,13
"11091721ea79dbdf","2016-05-23",13,55,23,5
"11091721ea79dbdf","2016-05-23",14,50,9,22
"11091721ea79dbdf","2016-05-23",15,45,3,20
"11091721ea79dbdf","2016-05-23",17,40,NA,18
"11091721ea79dbdf","2016-05-23",18,35,NA,19
"11091721ea79dbdf","2016-05-23",19,30,1,17
"11091721ea79dbdf","2016-05-23",20,30,NA,4
"11091721ea79dbdf","2016-05-23",21,95,5,NA
"11091721ea79dbdf","2016-05-23",22,100,NA,NA
"11091721ea79dbdf","2016-05-23",23,100,NA,NA
"11091721ea79dbdf","2016-05-24",0,100,NA,NA
"11091721ea79dbdf","2016-05-24",1,100,NA,NA
"11091721ea79dbdf","2016-05-24",2,100,1,NA
"11091721ea79dbdf","2016-05-24",3,100,14,2
"11091721ea79dbdf","2016-05-24",4,95,16,33
"11091721ea79dbdf","2016-05-24",5,90,23,13
"11091721ea79dbdf","2016-05-24",6,85,12,5
"11091721ea79dbdf","2016-05-24",7,85,8,3
"11091721ea79dbdf","2016-05-24",8,80,8,10
"11091721ea79dbdf","2016-05-24",9,75,9,12
"11091721ea79dbdf","2016-05-24",10,70,5,3
"11091721ea79dbdf","2016-05-24",11,65,6,11
"11091721ea79dbdf","2016-05-24",12,60,3,4
"11091721ea79dbdf","2016-05-24",13,55,16,3
"11091721ea79dbdf","2016-05-24",14,45,8,20
"11091721ea79dbdf","2016-05-24",15,40,4,17
"11091721ea79dbdf","2016-05-24",16,30,4,18
"11091721ea79dbdf","2016-05-24",17,25,1,12
"11091721ea79dbdf","2016-05-24",18,25,4,5
"11091721ea79dbdf","2016-05-24",19,20,2,1
"11091721ea79dbdf","2016-05-24",20,15,NA,15
"11091721ea79dbdf","2016-05-24",21,15,1,3
"11091721ea79dbdf","2016-05-24",22,75,3,NA
"11091721ea79dbdf","2016-05-24",23,100,1,NA
"11091721ea79dbdf","2016-05-25",0,100,NA,NA
"11091721ea79dbdf","2016-05-25",1,100,5,NA
"11091721ea79dbdf","2016-05-25",2,100,3,NA
"11091721ea79dbdf","2016-05-25",3,100,6,2
"11091721ea79dbdf","2016-05-25",4,100,30,10
"11091721ea79dbdf","2016-05-25",5,95,27,17
"11091721ea79dbdf","2016-05-25",6,90,37,6
"11091721ea79dbdf","2016-05-25",7,85,38,5
"11091721ea79dbdf","2016-05-25",8,80,24,9
"11091721ea79dbdf","2016-05-25",9,75,7,12
"11091721ea79dbdf","2016-05-25",10,70,3,8
"11091721ea79dbdf","2016-05-25",11,65,35,1
"11091721ea79dbdf","2016-05-25",13,60,14,3
"11091721ea79dbdf","2016-05-25",14,55,7,22
"11091721ea79dbdf","2016-05-25",15,50,5,19
"11091721ea79dbdf","2016-05-25",16,45,2,NA
"11091721ea79dbdf","2016-05-25",17,40,2,7
"11091721ea79dbdf","2016-05-25",18,35,7,10
"11091721ea79dbdf","2016-05-25",19,30,1,8
"11091721ea79dbdf","2016-05-25",20,25,NA,4
"11091721ea79dbdf","2016-05-25",21,55,2,NA
"11091721ea79dbdf","2016-05-25",22,100,1,NA
"11091721ea79dbdf","2016-05-25",23,100,NA,NA
"11091721ea79dbdf","2016-05-26",0,100,NA,NA
"11091721ea79dbdf","2016-05-26",1,100,NA,NA
"11091721ea79dbdf","2016-05-26",2,100,1,NA
"11091721ea79dbdf","2016-05-26",3,100,5,2
"11091721ea79dbdf","2016-05-26",4,100,23,26
"11091721ea79dbdf","2016-05-26",5,95,20,7
"11091721ea79dbdf","2016-05-26",6,90,22,3
"11091721ea79dbdf","2016-05-26",7,85,13,1
"11091721ea79dbdf","2016-05-26",8,85,5,7
"11091721ea79dbdf","2016-05-26",9,80,17,5
"11091721ea79dbdf","2016-05-26",10,75,9,4
"11091721ea79dbdf","2016-05-26",11,70,4,4
"11091721ea79dbdf","2016-05-26",12,65,13,4
"11091721ea79dbdf","2016-05-26",13,60,24,6
"11091721ea79dbdf","2016-05-26",14,55,12,12
"11091721ea79dbdf","2016-05-26",15,50,8,22
"11091721ea79dbdf","2016-05-26",17,45,8,16
"11091721ea79dbdf","2016-05-26",18,40,5,9
"11091721ea79dbdf","2016-05-26",19,35,2,1
"11091721ea79dbdf","2016-05-26",20,30,NA,3
"11091721ea79dbdf","2016-05-27",21,35,NA,4
"11091721ea79dbdf","2016-05-27",22,85,4,NA
"11091721ea79dbdf","2016-05-27",23,100,1,NA
"11091721ea79dbdf","2016-05-28",0,100,1,NA
"11091721ea79dbdf","2016-05-28",1,100,NA,NA
"11091721ea79dbdf","2016-05-28",2,100,NA,NA
"11091721ea79dbdf","2016-05-28",3,100,4,3
"11091721ea79dbdf","2016-05-28",5,95,5,6
"11091721ea79dbdf","2016-05-28",6,90,5,4
"11091721ea79dbdf","2016-05-28",7,90,2,NA
"11091721ea79dbdf","2016-05-28",10,85,6,8
"11091721ea79dbdf","2016-05-28",11,80,5,12
"11091721ea79dbdf","2016-05-28",12,80,3,18
"11091721ea79dbdf","2016-05-28",13,75,6,10
"11091721ea79dbdf","2016-05-28",14,70,2,1
"11091721ea79dbdf","2016-05-28",16,65,10,8
"11091721ea79dbdf","2016-05-28",17,60,4,15
"11091721ea79dbdf","2016-05-28",18,55,3,12
"11091721ea79dbdf","2016-05-28",20,50,NA,20
"11091721ea79dbdf","2016-05-28",21,65,NA,NA
"11091721ea79dbdf","2016-05-28",22,100,1,NA
"11091721ea79dbdf","2016-05-28",23,100,1,NA
"11091721ea79dbdf","2016-05-29",0,100,NA,NA
"11091721ea79dbdf","2016-05-29",1,100,2,NA
"11091721ea79dbdf","2016-05-29",2,100,1,NA
"11091721ea79dbdf","2016-05-29",3,100,2,NA
"11091721ea79dbdf","2016-05-29",4,100,NA,NA
"11091721ea79dbdf","2016-05-29",5,100,7,6
"11091721ea79dbdf","2016-05-29",6,95,1,14
"11091721ea79dbdf","2016-05-29",7,90,4,14
"11091721ea79dbdf","2016-05-29",8,85,1,15
"11091721ea79dbdf","2016-05-29",10,80,5,6
"11091721ea79dbdf","2016-05-29",11,75,5,28
"11091721ea79dbdf","2016-05-29",13,70,4,13
"11091721ea79dbdf","2016-05-29",14,65,4,17
"11091721ea79dbdf","2016-05-29",15,65,3,7
"11091721ea79dbdf","2016-05-29",16,60,3,5
"11091721ea79dbdf","2016-05-29",17,60,4,8
"11091721ea79dbdf","2016-05-29",18,55,NA,2
"11091721ea79dbdf","2016-05-29",19,50,1,4
"11091721ea79dbdf","2016-05-29",20,50,NA,4
"11091721ea79dbdf","2016-05-29",21,80,2,NA
"11091721ea79dbdf","2016-05-29",22,100,1,NA
"11091721ea79dbdf","2016-05-29",23,100,1,NA
"11091721ea79dbdf","2016-05-30",0,100,NA,NA
"11091721ea79dbdf","2016-05-30",1,100,3,NA
"11091721ea79dbdf","2016-05-30",2,100,1,NA
"11091721ea79dbdf","2016-05-30",3,100,5,2
"11091721ea79dbdf","2016-05-30",4,100,20,30
"11091721ea79dbdf","2016-05-30",5,95,18,18
"11091721ea79dbdf","2016-05-30",6,90,1,2
"11091721ea79dbdf","2016-05-30",8,85,2,15
"11091721ea79dbdf","2016-05-30",9,80,NA,8
"11091721ea79dbdf","2016-05-30",11,75,9,8
"11091721ea79dbdf","2016-05-30",12,70,15,3
"11091721ea79dbdf","2016-05-30",13,65,7,2
"11091721ea79dbdf","2016-05-30",14,60,3,21
"11091721ea79dbdf","2016-05-30",15,55,5,22
"11091721ea79dbdf","2016-05-30",16,55,2,NA
"11091721ea79dbdf","2016-05-30",17,50,2,25
"11091721ea79dbdf","2016-05-30",18,45,3,13
"11091721ea79dbdf","2016-05-30",20,40,1,1
"11091721ea79dbdf","2016-05-30",21,70,1,NA
"11091721ea79dbdf","2016-05-30",22,100,NA,NA
"11091721ea79dbdf","2016-05-30",23,100,NA,NA
"11091721ea79dbdf","2016-05-31",0,100,1,NA
"11091721ea79dbdf","2016-05-31",1,100,2,NA
"11091721ea79dbdf","2016-05-31",2,100,1,NA
"11091721ea79dbdf","2016-05-31",3,100,5,2
"11091721ea79dbdf","2016-05-31",4,100,35,20
"11091721ea79dbdf","2016-05-31",5,95,24,17
"11091721ea79dbdf","2016-05-31",6,90,14,5
"11091721ea79dbdf","2016-05-31",7,85,10,4
"11091721ea79dbdf","2016-05-31",8,85,5,3
"11091721ea79dbdf","2016-05-31",9,80,23,8
"11091721ea79dbdf","2016-05-31",10,70,7,20
"11091721ea79dbdf","2016-05-31",12,65,10,5
"11091721ea79dbdf","2016-05-31",13,60,28,7
"11091721ea79dbdf","2016-05-31",14,55,23,18
"11091721ea79dbdf","2016-05-31",15,50,2,9
"11091721ea79dbdf","2016-05-31",16,45,7,7
"11091721ea79dbdf","2016-05-31",17,35,25,11
"11091721ea79dbdf","2016-05-31",18,30,1,11
"11091721ea79dbdf","2016-05-31",19,25,1,8
"11091721ea79dbdf","2016-05-31",20,20,NA,3
"11091721ea79dbdf","2016-06-01",21,100,NA,NA
"11091721ea79dbdf","2016-06-01",22,100,1,NA
"11091721ea79dbdf","2016-06-01",23,100,1,NA
"11091721ea79dbdf","2016-06-02",0,100,NA,NA
"11091721ea79dbdf","2016-06-02",1,100,NA,NA
"11091721ea79dbdf","2016-06-02",2,100,3,2
"11091721ea79dbdf","2016-06-02",3,100,5,17
"11091721ea79dbdf","2016-06-02",4,95,3,11
"11091721ea79dbdf","2016-06-02",5,90,25,4
"11091721ea79dbdf","2016-06-02",7,85,14,13
"11091721ea79dbdf","2016-06-02",8,80,9,16
"11091721ea79dbdf","2016-06-02",9,75,13,17
"11091721ea79dbdf","2016-06-02",12,70,12,2
"11091721ea79dbdf","2016-06-02",13,65,21,8
"11091721ea79dbdf","2016-06-02",14,65,25,20
"11091721ea79dbdf","2016-06-02",15,60,25,24
"11091721ea79dbdf","2016-06-02",17,55,1,16
"11091721ea79dbdf","2016-06-02",18,50,4,6
"11091721ea79dbdf","2016-06-02",19,45,NA,7
"11091721ea79dbdf","2016-06-02",20,40,1,8
"11091721ea79dbdf","2016-06-02",21,65,1,NA
"11091721ea79dbdf","2016-06-02",22,100,2,NA
"11091721ea79dbdf","2016-06-02",23,100,1,NA
"11091721ea79dbdf","2016-06-03",0,100,NA,NA
"11091721ea79dbdf","2016-06-03",1,100,NA,NA
"11091721ea79dbdf","2016-06-03",2,100,1,NA
"11091721ea79dbdf","2016-06-03",3,100,4,4
"11091721ea79dbdf","2016-06-03",4,100,34,23
"11091721ea79dbdf","2016-06-03",5,95,31,5
"11091721ea79dbdf","2016-06-03",6,95,3,4
"11091721ea79dbdf","2016-06-03",7,90,8,2
"11091721ea79dbdf","2016-06-03",8,85,11,12
"11091721ea79dbdf","2016-06-03",10,80,4,2
"11091721ea79dbdf","2016-06-03",11,75,14,5
"11091721ea79dbdf","2016-06-03",12,75,6,9
"11091721ea79dbdf","2016-06-03",13,70,14,10
"11091721ea79dbdf","2016-06-03",15,65,6,6
"11091721ea79dbdf","2016-06-03",16,50,9,17
"11091721ea79dbdf","2016-06-03",17,45,5,11
"11091721ea79dbdf","2016-06-03",18,45,1,NA
"11091721ea79dbdf","2016-06-03",19,40,6,3
"11091721ea79dbdf","2016-06-03",20,30,16,6
"11091721ea79dbdf","2016-06-03",21,30,2,20
"11091721ea79dbdf","2016-06-03",22,45,1,NA
"11091721ea79dbdf","2016-06-03",23,95,1,NA
"11091721ea79dbdf","2016-06-04",0,100,1,NA
"11091721ea79dbdf","2016-06-04",1,100,NA,NA
"11091721ea79dbdf","2016-06-04",2,100,NA,NA
"11091721ea79dbdf","2016-06-04",3,100,1,NA
"11091721ea79dbdf","2016-06-04",4,100,1,4
"11091721ea79dbdf","2016-06-04",6,95,4,NA
"11091721ea79dbdf","2016-06-04",7,90,4,18
"11091721ea79dbdf","2016-06-04",8,85,2,8
"11091721ea79dbdf","2016-06-04",10,80,NA,7
"11091721ea79dbdf","2016-06-04",12,75,NA,7
"11091721ea79dbdf","2016-06-04",14,70,4,13
"11091721ea79dbdf","2016-06-04",15,65,5,13
"11091721ea79dbdf","2016-06-04",16,60,5,7
"11091721ea79dbdf","2016-06-04",17,55,9,14
"11091721ea79dbdf","2016-06-04",18,50,1,1
"11091721ea79dbdf","2016-06-04",19,45,2,5
"11091721ea79dbdf","2016-06-05",21,75,1,NA
"11091721ea79dbdf","2016-06-05",22,100,NA,NA
"11091721ea79dbdf","2016-06-05",23,100,NA,NA
"11091721ea79dbdf","2016-06-06",0,100,1,NA
"11091721ea79dbdf","2016-06-06",1,100,3,NA
"11091721ea79dbdf","2016-06-06",2,100,1,NA
"11091721ea79dbdf","2016-06-06",3,100,4,2
"11091721ea79dbdf","2016-06-06",4,100,18,41
"11091721ea79dbdf","2016-06-06",5,95,25,30
"11091721ea79dbdf","2016-06-06",6,90,17,10
"11091721ea79dbdf","2016-06-06",7,90,7,2
"11091721ea79dbdf","2016-06-06",8,85,6,2
"11091721ea79dbdf","2016-06-06",10,80,6,4
"11091721ea79dbdf","2016-06-06",12,75,22,6
"11091721ea79dbdf","2016-06-06",13,70,7,12
"11091721ea79dbdf","2016-06-06",15,65,23,24
"11091721ea79dbdf","2016-06-06",17,60,7,24
"11091721ea79dbdf","2016-06-06",18,55,9,21
"11091721ea79dbdf","2016-06-06",19,50,33,3
"11091721ea79dbdf","2016-06-06",20,50,2,3
"11091721ea79dbdf","2016-06-06",21,90,2,NA
"11091721ea79dbdf","2016-06-06",22,100,NA,NA
"11091721ea79dbdf","2016-06-06",23,100,NA,NA
"11091721ea79dbdf","2016-06-07",0,100,NA,NA
"11091721ea79dbdf","2016-06-07",1,100,NA,NA
"11091721ea79dbdf","2016-06-07",2,100,1,NA
"11091721ea79dbdf","2016-06-07",3,100,4,2
"11091721ea79dbdf","2016-06-07",4,100,20,27
"11091721ea79dbdf","2016-06-07",5,95,29,31
"11091721ea79dbdf","2016-06-07",7,90,8,4
"11091721ea79dbdf","2016-06-07",9,85,2,6
"11091721ea79dbdf","2016-06-07",11,80,4,4
"11091721ea79dbdf","2016-06-07",13,75,7,11
"11091721ea79dbdf","2016-06-07",14,70,20,35
"11091721ea79dbdf","2016-06-07",16,65,2,6
"11091721ea79dbdf","2016-06-07",17,60,4,14
"11091721ea79dbdf","2016-06-07",18,55,4,5
"11091721ea79dbdf","2016-06-07",19,55,13,16
"11091721ea79dbdf","2016-06-07",20,80,1,NA
"11091721ea79dbdf","2016-06-07",21,100,4,NA
"11091721ea79dbdf","2016-06-07",22,100,NA,NA
"11091721ea79dbdf","2016-06-07",23,100,1,NA
"11091721ea79dbdf","2016-06-08",0,100,3,NA
"11091721ea79dbdf","2016-06-08",1,100,1,NA
"11091721ea79dbdf","2016-06-08",2,100,2,NA
"11091721ea79dbdf","2016-06-08",3,100,7,4
"11091721ea79dbdf","2016-06-08",4,100,20,28
"11091721ea79dbdf","2016-06-08",5,95,18,20
"11091721ea79dbdf","2016-06-08",6,90,11,4
"11091721ea79dbdf","2016-06-08",7,85,17,9
"11091721ea79dbdf","2016-06-08",8,80,13,8
"11091721ea79dbdf","2016-06-08",9,75,2,19
"11091721ea79dbdf","2016-06-08",10,75,3,4
"11091721ea79dbdf","2016-06-08",11,70,5,8
"11091721ea79dbdf","2016-06-08",12,65,8,1
"11091721ea79dbdf","2016-06-08",14,60,6,19
"11091721ea79dbdf","2016-06-08",15,55,5,55
"11091721ea79dbdf","2016-06-08",16,50,2,NA
"11091721ea79dbdf","2016-06-08",17,50,6,25
"11091721ea79dbdf","2016-06-08",19,40,6,2
"11091721ea79dbdf","2016-06-08",20,40,1,13
"11091721ea79dbdf","2016-06-08",21,35,5,4
"11091721ea79dbdf","2016-06-08",22,80,NA,NA
"11091721ea79dbdf","2016-06-08",23,100,1,NA
"11091721ea79dbdf","2016-06-09",0,100,1,NA
"11091721ea79dbdf","2016-06-09",1,100,2,NA
"11091721ea79dbdf","2016-06-09",2,100,1,NA
"11091721ea79dbdf","2016-06-09",3,100,6,2
"11091721ea79dbdf","2016-06-09",4,100,20,24
"11091721ea79dbdf","2016-06-09",5,95,33,32
"11091721ea79dbdf","2016-06-09",7,90,13,11
"11091721ea79dbdf","2016-06-09",8,85,7,7
"11091721ea79dbdf","2016-06-09",9,85,16,9
"11091721ea79dbdf","2016-06-09",10,80,5,4
"11091721ea79dbdf","2016-06-09",11,80,12,3
"11091721ea79dbdf","2016-06-09",12,75,7,7
"11091721ea79dbdf","2016-06-09",14,70,7,17
"11091721ea79dbdf","2016-06-09",16,65,2,NA
"11091721ea79dbdf","2016-06-09",18,60,1,16
"11091721ea79dbdf","2016-06-09",19,60,21,16
"11091721ea79dbdf","2016-06-09",20,65,11,NA
"11091721ea79dbdf","2016-06-09",21,100,1,NA
"11091721ea79dbdf","2016-06-09",22,100,NA,NA
"11091721ea79dbdf","2016-06-09",23,100,NA,NA
